"title","place","lat","lng","date","color","list"
"Histoire","Morges","46.515263"," 6.492921","1607","Black","<h1>Morges</h1><div class='scroller;'><ol><li><i>Histoire</i> (1549) [<a href='https://maperformance.github.io/data/S3437.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire</i> (1559) [<a href='https://maperformance.github.io/data/S3441.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire</i> (1563) [<a href='https://maperformance.github.io/data/S3444.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire</i> (1607) [<a href='https://maperformance.github.io/data/S3460.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire de Judith et Holoferne</i> (1678) [<a href='https://maperformance.github.io/data/S3481.html' target='_blank'>Voir la fiche</a>]</li></ol></div>"
"Histoire","Draguignan","43.537727"," 6.464993","1608","Black","<h1>Draguignan</h1><div class='scroller;'><ol><li><i>Mystère des Trois Rois</i> (1433) [<a href='https://maperformance.github.io/data/S2023.html' target='_blank'>Voir la fiche</a>]</li><li><i>Mystère de la Passion</i> (1434) [<a href='https://maperformance.github.io/data/S2028.html' target='_blank'>Voir la fiche</a>]</li><li><i>Le Testament Vieil et Nouvel</i> (1437) [<a href='https://maperformance.github.io/data/S3487.html' target='_blank'>Voir la fiche</a>]</li><li><i>Mystère de la Passion</i> (1439) [<a href='https://maperformance.github.io/data/S2044.html' target='_blank'>Voir la fiche</a>]</li><li><i>Moralité de la Terre et de la Fortune et Le Monde et l’espérance</i> (1462) [<a href='https://maperformance.github.io/data/S2172.html' target='_blank'>Voir la fiche</a>]</li><li><i>Mystère de la Passion</i> (1505) [<a href='https://maperformance.github.io/data/S2472.html' target='_blank'>Voir la fiche</a>]</li><li><i>Moralité de Notre-Dame</i> (1514) [<a href='https://maperformance.github.io/data/S3488.html' target='_blank'>Voir la fiche</a>]</li><li><i>Le Sacrifice d’Abraham</i> (1528) [<a href='https://maperformance.github.io/data/S3489.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire de Sainte Suzanne</i> (1533) [<a href='https://maperformance.github.io/data/S3490.html' target='_blank'>Voir la fiche</a>]</li><li><i>Mystère de la Patience de Job</i> (1534) [<a href='https://maperformance.github.io/data/S2720.html' target='_blank'>Voir la fiche</a>]</li><li><i>Mystère du Baptême de Jésus Christ et de la décollation de Saint Jean-Baptiste</i> (1551) [<a href='https://maperformance.github.io/data/S2882.html' target='_blank'>Voir la fiche</a>]</li><li><i>Mystère de la Création des Premiers parents et des fragments du Vieux Testament</i> (1557) [<a href='https://maperformance.github.io/data/S2908.html' target='_blank'>Voir la fiche</a>]</li><li><i>Mystère de Joseph le Juste</i> (1559) [<a href='https://maperformance.github.io/data/S2938.html' target='_blank'>Voir la fiche</a>]</li><li><i>Mystère de Sainte Catherine</i> (1565) [<a href='https://maperformance.github.io/data/S2980.html' target='_blank'>Voir la fiche</a>]</li><li><i>L’Histoire du monde ou le Monde et Chacun</i> (1575) [<a href='https://maperformance.github.io/data/S3491.html' target='_blank'>Voir la fiche</a>]</li><li><i>L’Histoire de l’usurier alias Le Jeu du Trésorier</i> (1602) [<a href='https://maperformance.github.io/data/S3492.html' target='_blank'>Voir la fiche</a>]</li><li><i>Mystère de Saint Pons</i> (1603) [<a href='https://maperformance.github.io/data/S3110.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire</i> (1608) [<a href='https://maperformance.github.io/data/S3493.html' target='_blank'>Voir la fiche</a>]</li><li><i>La Destruction de Troyes</i> (1613) [<a href='https://maperformance.github.io/data/S3494.html' target='_blank'>Voir la fiche</a>]</li><li><i>Moralité du Ver du péché</i> (1613) [<a href='https://maperformance.github.io/data/S3126.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire de Heugène</i> (1624) [<a href='https://maperformance.github.io/data/S3496.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire des amours de Birène et Olympe</i> (1624) [<a href='https://maperformance.github.io/data/S3497.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire des Macchabées</i> (1624) [<a href='https://maperformance.github.io/data/S3495.html' target='_blank'>Voir la fiche</a>]</li><li><i>Saint Hermentaire</i> (1670) [<a href='https://maperformance.github.io/data/S3498.html' target='_blank'>Voir la fiche</a>]</li></ol></div>"
"Interdiction de la Fête des Saints-Innocents par le chapitre","Lyon","45.764043"," 4.835659","1609","Black","<h1>Lyon</h1><div class='scroller;'><ol><li><i>Pièce inconnue</i> (1435) [<a href='https://maperformance.github.io/data/S2031.html' target='_blank'>Voir la fiche</a>]</li><li><i>Mystère de la Passion</i> (1447) [<a href='https://maperformance.github.io/data/S2086.html' target='_blank'>Voir la fiche</a>]</li><li><i>Farces contre les femmes de la bourgeoise lyonnaise par les clercs de la Chancellerie du roi</i> (1457) [<a href='https://maperformance.github.io/data/S2135.html' target='_blank'>Voir la fiche</a>]</li><li><i>Mystère de Sainte Catherine</i> (1483) [<a href='https://maperformance.github.io/data/S2310.html' target='_blank'>Voir la fiche</a>]</li><li><i>Mystère de la Passion</i> (1485) [<a href='https://maperformance.github.io/data/S2338.html' target='_blank'>Voir la fiche</a>]</li><li><i>Mystère de la Passion</i> (1487) [<a href='https://maperformance.github.io/data/S2356.html' target='_blank'>Voir la fiche</a>]</li><li><i>Mystère</i> (1488) [<a href='https://maperformance.github.io/data/S2360.html' target='_blank'>Voir la fiche</a>]</li><li><i>Entrée d’Anne de Bretagne</i> (1493) [<a href='https://maperformance.github.io/data/S3573.html' target='_blank'>Voir la fiche</a>]</li><li><i>Vie Madeleine</i> (1500) [<a href='https://maperformance.github.io/data/S2449.html' target='_blank'>Voir la fiche</a>]</li><li><i>Mystère de Saint Nicolas de Tolentin</i> (1506) [<a href='https://maperformance.github.io/data/S2487.html' target='_blank'>Voir la fiche</a>]</li><li><i>Jeux et farces par les florentins de Lyon</i> (1513) [<a href='https://maperformance.github.io/data/S2548.html' target='_blank'>Voir la fiche</a>]</li><li><i>Ystoire</i> (1516) [<a href='https://maperformance.github.io/data/S2582.html' target='_blank'>Voir la fiche</a>]</li><li><i>Mystère de la Conception de Notre Dame et Saint Jean-Baptiste</i> (1518) [<a href='https://maperformance.github.io/data/S2581.html' target='_blank'>Voir la fiche</a>]</li><li><i>mistères de la Passion, Nativité, Assension et Résurrection de Nostre-Seigneur</i> (1537) [<a href='https://maperformance.github.io/data/S3432.html' target='_blank'>Voir la fiche</a>]</li><li><i>Mystère du Sacrifice d’Abraham</i> (1538) [<a href='https://maperformance.github.io/data/S2756.html' target='_blank'>Voir la fiche</a>]</li><li><i>Mystère du Vieux Testament et du Nouveau Testament</i> (1538) [<a href='https://maperformance.github.io/data/S2757.html' target='_blank'>Voir la fiche</a>]</li><li><i>Jeu de la Calendra</i> (1548) [<a href='https://maperformance.github.io/data/S2843.html' target='_blank'>Voir la fiche</a>]</li><li><i>Pièce inconnue</i> (1600) [<a href='https://maperformance.github.io/data/S3100.html' target='_blank'>Voir la fiche</a>]</li><li><i>Agérisina</i> (1601) [<a href='https://maperformance.github.io/data/S3104.html' target='_blank'>Voir la fiche</a>]</li><li><i>Mystère du Jugement Dernier</i> (1607) [<a href='https://maperformance.github.io/data/S3117.html' target='_blank'>Voir la fiche</a>]</li><li><i>Interdiction de la Fête des Saints-Innocents par le chapitre</i> (1609) [<a href='https://maperformance.github.io/data/S3122.html' target='_blank'>Voir la fiche</a>]</li><li><i>Tragédie des Cabades</i> (1640) [<a href='https://maperformance.github.io/data/S3139.html' target='_blank'>Voir la fiche</a>]</li><li><i>Pièce inconnue</i> (1657) [<a href='https://maperformance.github.io/data/S3153.html' target='_blank'>Voir la fiche</a>]</li></ol></div>"
"La Ressemblance de l’assassinat fait en la personne du Roy (?)","Moudon","46.668900"," 6.797260","1609","Black","<h1>Moudon</h1><div class='scroller;'><ol><li><i>Mystère de la Passion</i> (1480) [<a href='https://maperformance.github.io/data/S2286.html' target='_blank'>Voir la fiche</a>]</li><li><i>Mystère de Saint Etienne</i> (1507) [<a href='https://maperformance.github.io/data/S2500.html' target='_blank'>Voir la fiche</a>]</li><li><i>Miracle</i> (1526) [<a href='https://maperformance.github.io/data/S2644.html' target='_blank'>Voir la fiche</a>]</li><li><i>Mystère de Saint Lazare</i> (1526) [<a href='https://maperformance.github.io/data/S2645.html' target='_blank'>Voir la fiche</a>]</li><li><i>Moralité de Loz poure commung</i> (1531) [<a href='https://maperformance.github.io/data/S2690.html' target='_blank'>Voir la fiche</a>]</li><li><i>Mystère de la Passion</i> (1531) [<a href='https://maperformance.github.io/data/S2691.html' target='_blank'>Voir la fiche</a>]</li><li><i>Deser ardant</i> (1533) [<a href='https://maperformance.github.io/data/S2711.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire</i> (1533) [<a href='https://maperformance.github.io/data/S2712.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire</i> (1563) [<a href='https://maperformance.github.io/data/S3447.html' target='_blank'>Voir la fiche</a>]</li><li><i>Comédie du Monde malade</i> (1594) [<a href='https://maperformance.github.io/data/S3453.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire</i> (1601) [<a href='https://maperformance.github.io/data/S3454.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire</i> (1602) [<a href='https://maperformance.github.io/data/S3455.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire de Suzanne</i> (1603) [<a href='https://maperformance.github.io/data/S3456.html' target='_blank'>Voir la fiche</a>]</li><li><i>Comédie du Cosmopolite</i> (1604) [<a href='https://maperformance.github.io/data/S3457.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire</i> (1606) [<a href='https://maperformance.github.io/data/S3459.html' target='_blank'>Voir la fiche</a>]</li><li><i>La Ressemblance de l’assassinat fait en la personne du Roy (?)</i> (1609) [<a href='https://maperformance.github.io/data/S3461.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire</i> (1610) [<a href='https://maperformance.github.io/data/S3462.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire</i> (1612) [<a href='https://maperformance.github.io/data/S3465.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire de Goliath</i> (1614) [<a href='https://maperformance.github.io/data/S3466.html' target='_blank'>Voir la fiche</a>]</li><li><i>Comédie</i> (1615) [<a href='https://maperformance.github.io/data/S3467.html' target='_blank'>Voir la fiche</a>]</li><li><i>Comédie</i> (1616) [<a href='https://maperformance.github.io/data/S3463.html' target='_blank'>Voir la fiche</a>]</li><li><i>Comédie</i> (1617) [<a href='https://maperformance.github.io/data/S3464.html' target='_blank'>Voir la fiche</a>]</li><li><i>Comédie</i> (1654) [<a href='https://maperformance.github.io/data/S3473.html' target='_blank'>Voir la fiche</a>]</li></ol></div>"
"Histoire","Moudon","46.668900"," 6.797260","1610","Black","<h1>Moudon</h1><div class='scroller;'><ol><li><i>Mystère de la Passion</i> (1480) [<a href='https://maperformance.github.io/data/S2286.html' target='_blank'>Voir la fiche</a>]</li><li><i>Mystère de Saint Etienne</i> (1507) [<a href='https://maperformance.github.io/data/S2500.html' target='_blank'>Voir la fiche</a>]</li><li><i>Miracle</i> (1526) [<a href='https://maperformance.github.io/data/S2644.html' target='_blank'>Voir la fiche</a>]</li><li><i>Mystère de Saint Lazare</i> (1526) [<a href='https://maperformance.github.io/data/S2645.html' target='_blank'>Voir la fiche</a>]</li><li><i>Moralité de Loz poure commung</i> (1531) [<a href='https://maperformance.github.io/data/S2690.html' target='_blank'>Voir la fiche</a>]</li><li><i>Mystère de la Passion</i> (1531) [<a href='https://maperformance.github.io/data/S2691.html' target='_blank'>Voir la fiche</a>]</li><li><i>Deser ardant</i> (1533) [<a href='https://maperformance.github.io/data/S2711.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire</i> (1533) [<a href='https://maperformance.github.io/data/S2712.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire</i> (1563) [<a href='https://maperformance.github.io/data/S3447.html' target='_blank'>Voir la fiche</a>]</li><li><i>Comédie du Monde malade</i> (1594) [<a href='https://maperformance.github.io/data/S3453.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire</i> (1601) [<a href='https://maperformance.github.io/data/S3454.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire</i> (1602) [<a href='https://maperformance.github.io/data/S3455.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire de Suzanne</i> (1603) [<a href='https://maperformance.github.io/data/S3456.html' target='_blank'>Voir la fiche</a>]</li><li><i>Comédie du Cosmopolite</i> (1604) [<a href='https://maperformance.github.io/data/S3457.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire</i> (1606) [<a href='https://maperformance.github.io/data/S3459.html' target='_blank'>Voir la fiche</a>]</li><li><i>La Ressemblance de l’assassinat fait en la personne du Roy (?)</i> (1609) [<a href='https://maperformance.github.io/data/S3461.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire</i> (1610) [<a href='https://maperformance.github.io/data/S3462.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire</i> (1612) [<a href='https://maperformance.github.io/data/S3465.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire de Goliath</i> (1614) [<a href='https://maperformance.github.io/data/S3466.html' target='_blank'>Voir la fiche</a>]</li><li><i>Comédie</i> (1615) [<a href='https://maperformance.github.io/data/S3467.html' target='_blank'>Voir la fiche</a>]</li><li><i>Comédie</i> (1616) [<a href='https://maperformance.github.io/data/S3463.html' target='_blank'>Voir la fiche</a>]</li><li><i>Comédie</i> (1617) [<a href='https://maperformance.github.io/data/S3464.html' target='_blank'>Voir la fiche</a>]</li><li><i>Comédie</i> (1654) [<a href='https://maperformance.github.io/data/S3473.html' target='_blank'>Voir la fiche</a>]</li></ol></div>"
"Histoire de Saint Eustache","Barjols","43.557156"," 6.007750","1612","Black","<h1>Barjols</h1><div class='scroller;'><ol><li><i>Farces. Juoc de saint Andriou</i> (1452) [<a href='https://maperformance.github.io/data/S3499.html' target='_blank'>Voir la fiche</a>]</li><li><i></i> (1454) [<a href='https://maperformance.github.io/data/S3500.html' target='_blank'>Voir la fiche</a>]</li><li><i>Jeu de l’Homme Humain</i> (1463) [<a href='https://maperformance.github.io/data/S3501.html' target='_blank'>Voir la fiche</a>]</li><li><i>Mystère de la Passion</i> (1464) [<a href='https://maperformance.github.io/data/S3502.html' target='_blank'>Voir la fiche</a>]</li><li><i>Farces</i> (1472) [<a href='https://maperformance.github.io/data/S3503.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire de Job (Saint Adrien ?)</i> (1475) [<a href='https://maperformance.github.io/data/S3504.html' target='_blank'>Voir la fiche</a>]</li><li><i>La Passion</i> (1520) [<a href='https://maperformance.github.io/data/S3505.html' target='_blank'>Voir la fiche</a>]</li><li><i>Sacrifice d’Abraham</i> (1550) [<a href='https://maperformance.github.io/data/S3506.html' target='_blank'>Voir la fiche</a>]</li><li><i>Moralité de la Patience de job</i> (1551) [<a href='https://maperformance.github.io/data/S3507.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire de Sainte Suzanne</i> (1556) [<a href='https://maperformance.github.io/data/S3508.html' target='_blank'>Voir la fiche</a>]</li><li><i>Le Jugement et finement du monde</i> (1558) [<a href='https://maperformance.github.io/data/S3509.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire de Job</i> (1577) [<a href='https://maperformance.github.io/data/S3510.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire de Saint Laurent</i> (1600) [<a href='https://maperformance.github.io/data/S3511.html' target='_blank'>Voir la fiche</a>]</li><li><i>Le Mauvais riche</i> (1604) [<a href='https://maperformance.github.io/data/S3512.html' target='_blank'>Voir la fiche</a>]</li><li><i>Les Juives (?)</i> (1604) [<a href='https://maperformance.github.io/data/S3513.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire de Saint Eustache</i> (1612) [<a href='https://maperformance.github.io/data/S3514.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire de Saint Eustache</i> (1613) [<a href='https://maperformance.github.io/data/S3515.html' target='_blank'>Voir la fiche</a>]</li><li><i>Joseph le Juste</i> (1617) [<a href='https://maperformance.github.io/data/S3516.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire de Saint Sébastien</i> (1627) [<a href='https://maperformance.github.io/data/S3517.html' target='_blank'>Voir la fiche</a>]</li><li><i>L’Innocence reconnue</i> (1655) [<a href='https://maperformance.github.io/data/S3518.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire de Saint Julien</i> (1663) [<a href='https://maperformance.github.io/data/S3519.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire de Sainte Luce</i> (1678) [<a href='https://maperformance.github.io/data/S3520.html' target='_blank'>Voir la fiche</a>]</li></ol></div>"
"Trois-Rois (Pantomime)","Bourges","47.081012"," 2.398782","1612","Black","<h1>Bourges</h1><div class='scroller;'><ol><li><i>Farce</i> (1516) [<a href='https://maperformance.github.io/data/S2561.html' target='_blank'>Voir la fiche</a>]</li><li><i>Mystère des Actes des Apôtres</i> (1536) [<a href='https://maperformance.github.io/data/S2735.html' target='_blank'>Voir la fiche</a>]</li><li><i>Trois-Rois (Pantomime)</i> (1612) [<a href='https://maperformance.github.io/data/S3125.html' target='_blank'>Voir la fiche</a>]</li></ol></div>"
"Histoire","Moudon","46.668900"," 6.797260","1612","Black","<h1>Moudon</h1><div class='scroller;'><ol><li><i>Mystère de la Passion</i> (1480) [<a href='https://maperformance.github.io/data/S2286.html' target='_blank'>Voir la fiche</a>]</li><li><i>Mystère de Saint Etienne</i> (1507) [<a href='https://maperformance.github.io/data/S2500.html' target='_blank'>Voir la fiche</a>]</li><li><i>Miracle</i> (1526) [<a href='https://maperformance.github.io/data/S2644.html' target='_blank'>Voir la fiche</a>]</li><li><i>Mystère de Saint Lazare</i> (1526) [<a href='https://maperformance.github.io/data/S2645.html' target='_blank'>Voir la fiche</a>]</li><li><i>Moralité de Loz poure commung</i> (1531) [<a href='https://maperformance.github.io/data/S2690.html' target='_blank'>Voir la fiche</a>]</li><li><i>Mystère de la Passion</i> (1531) [<a href='https://maperformance.github.io/data/S2691.html' target='_blank'>Voir la fiche</a>]</li><li><i>Deser ardant</i> (1533) [<a href='https://maperformance.github.io/data/S2711.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire</i> (1533) [<a href='https://maperformance.github.io/data/S2712.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire</i> (1563) [<a href='https://maperformance.github.io/data/S3447.html' target='_blank'>Voir la fiche</a>]</li><li><i>Comédie du Monde malade</i> (1594) [<a href='https://maperformance.github.io/data/S3453.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire</i> (1601) [<a href='https://maperformance.github.io/data/S3454.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire</i> (1602) [<a href='https://maperformance.github.io/data/S3455.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire de Suzanne</i> (1603) [<a href='https://maperformance.github.io/data/S3456.html' target='_blank'>Voir la fiche</a>]</li><li><i>Comédie du Cosmopolite</i> (1604) [<a href='https://maperformance.github.io/data/S3457.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire</i> (1606) [<a href='https://maperformance.github.io/data/S3459.html' target='_blank'>Voir la fiche</a>]</li><li><i>La Ressemblance de l’assassinat fait en la personne du Roy (?)</i> (1609) [<a href='https://maperformance.github.io/data/S3461.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire</i> (1610) [<a href='https://maperformance.github.io/data/S3462.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire</i> (1612) [<a href='https://maperformance.github.io/data/S3465.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire de Goliath</i> (1614) [<a href='https://maperformance.github.io/data/S3466.html' target='_blank'>Voir la fiche</a>]</li><li><i>Comédie</i> (1615) [<a href='https://maperformance.github.io/data/S3467.html' target='_blank'>Voir la fiche</a>]</li><li><i>Comédie</i> (1616) [<a href='https://maperformance.github.io/data/S3463.html' target='_blank'>Voir la fiche</a>]</li><li><i>Comédie</i> (1617) [<a href='https://maperformance.github.io/data/S3464.html' target='_blank'>Voir la fiche</a>]</li><li><i>Comédie</i> (1654) [<a href='https://maperformance.github.io/data/S3473.html' target='_blank'>Voir la fiche</a>]</li></ol></div>"
"Histoire de Saint Eustache","Barjols","43.557156"," 6.007750","1613","Black","<h1>Barjols</h1><div class='scroller;'><ol><li><i>Farces. Juoc de saint Andriou</i> (1452) [<a href='https://maperformance.github.io/data/S3499.html' target='_blank'>Voir la fiche</a>]</li><li><i></i> (1454) [<a href='https://maperformance.github.io/data/S3500.html' target='_blank'>Voir la fiche</a>]</li><li><i>Jeu de l’Homme Humain</i> (1463) [<a href='https://maperformance.github.io/data/S3501.html' target='_blank'>Voir la fiche</a>]</li><li><i>Mystère de la Passion</i> (1464) [<a href='https://maperformance.github.io/data/S3502.html' target='_blank'>Voir la fiche</a>]</li><li><i>Farces</i> (1472) [<a href='https://maperformance.github.io/data/S3503.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire de Job (Saint Adrien ?)</i> (1475) [<a href='https://maperformance.github.io/data/S3504.html' target='_blank'>Voir la fiche</a>]</li><li><i>La Passion</i> (1520) [<a href='https://maperformance.github.io/data/S3505.html' target='_blank'>Voir la fiche</a>]</li><li><i>Sacrifice d’Abraham</i> (1550) [<a href='https://maperformance.github.io/data/S3506.html' target='_blank'>Voir la fiche</a>]</li><li><i>Moralité de la Patience de job</i> (1551) [<a href='https://maperformance.github.io/data/S3507.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire de Sainte Suzanne</i> (1556) [<a href='https://maperformance.github.io/data/S3508.html' target='_blank'>Voir la fiche</a>]</li><li><i>Le Jugement et finement du monde</i> (1558) [<a href='https://maperformance.github.io/data/S3509.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire de Job</i> (1577) [<a href='https://maperformance.github.io/data/S3510.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire de Saint Laurent</i> (1600) [<a href='https://maperformance.github.io/data/S3511.html' target='_blank'>Voir la fiche</a>]</li><li><i>Le Mauvais riche</i> (1604) [<a href='https://maperformance.github.io/data/S3512.html' target='_blank'>Voir la fiche</a>]</li><li><i>Les Juives (?)</i> (1604) [<a href='https://maperformance.github.io/data/S3513.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire de Saint Eustache</i> (1612) [<a href='https://maperformance.github.io/data/S3514.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire de Saint Eustache</i> (1613) [<a href='https://maperformance.github.io/data/S3515.html' target='_blank'>Voir la fiche</a>]</li><li><i>Joseph le Juste</i> (1617) [<a href='https://maperformance.github.io/data/S3516.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire de Saint Sébastien</i> (1627) [<a href='https://maperformance.github.io/data/S3517.html' target='_blank'>Voir la fiche</a>]</li><li><i>L’Innocence reconnue</i> (1655) [<a href='https://maperformance.github.io/data/S3518.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire de Saint Julien</i> (1663) [<a href='https://maperformance.github.io/data/S3519.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire de Sainte Luce</i> (1678) [<a href='https://maperformance.github.io/data/S3520.html' target='_blank'>Voir la fiche</a>]</li></ol></div>"
"Histoire","Brignoles","43.406550"," 6.061187","1613","Black","<h1>Brignoles</h1><div class='scroller;'><ol><li><i>Les Amours et les Médisants</i> (1461) [<a href='https://maperformance.github.io/data/S3521.html' target='_blank'>Voir la fiche</a>]</li><li><i>Moralités</i> (1538) [<a href='https://maperformance.github.io/data/S3522.html' target='_blank'>Voir la fiche</a>]</li><li><i>Le Chevalier déserpéré</i> (1598) [<a href='https://maperformance.github.io/data/S3523.html' target='_blank'>Voir la fiche</a>]</li><li><i>Histoire</i> (1613) [<a href='https://maperformance.github.io/data/S3524.html' target='_blank'>Voir la fiche</a>]</li><li><i>Tragédie</i> (1660) [<a href='https://maperformance.github.io/data/S3525.html' target='_blank'>Voir la fiche</a>]</li><li><i>Jeu</i> (1667) [<a href='https://maperformance.github.io/data/S3526.html' target='_blank'>Voir la fiche</a>]</li><li><i>Jeu</i> (1667) [<a href='https://maperformance.github.io/data/S3527.html' target='_blank'>Voir la fiche</a>]</li></ol></div>"
